,Unnamed: 0,id,latitude,longitude,time,edge,speed,traj_future,angle,time1
43,2192,0,12474.451631385944,27882.663103839044,2580.0,384403978,0.944,384403978.0,-66.26955921642408,9-10
44,2242,0,12498.199123377282,27828.653321168484,2640.0,384403978,0.944,384403978.0,-66.26544963290411,9-10
45,2292,0,12521.94661536862,27774.64353849792,2700.0,384403978,0.944,384403978.0,-66.26544963290553,9-10
46,2342,0,12545.694107359956,27720.63375582736,2760.0,384403978,0.944,384404645.0,-66.26544963290733,9-10
47,2391,0,12570.792434601151,27667.310693942207,2820.0,384404645,0.944,384404645.0,-64.79437104782056,9-10
48,2441,0,12600.435059109,27616.29780525428,2880.0,384404645,0.944,464204645.0,-59.839939161913826,9-10
49,2490,0,12630.41690216315,27565.483977599684,2940.0,464204645,0.944,464204645.0,-59.45798604106323,9-10
50,2540,0,12660.495243190951,27514.72677711527,3000.0,464204645,0.944,385304642.0,-59.349332042946905,9-10
51,2590,0,12690.880750947532,27464.15354191277,3060.0,385304642,0.944,385304084.0,-59.001629582361964,9-10
52,2639,0,12720.28345092563,27413.003960880145,3120.0,385304084,0.944,398904084.0,-60.10809352288822,9-10
53,2689,0,12761.896287102383,27374.687991834428,3180.0,398904084,0.944,398904084.0,-42.63802856940836,9-10
54,2739,0,12814.390764131118,27347.756042750123,3240.0,398904084,0.944,398904085.0,-27.159795692293986,9-10
55,2789,0,12866.783161859848,27320.627793073865,3300.0,398904085,0.944,398904085.0,-27.37466062049694,9-10
56,2839,0,12918.97802875633,27293.11968754734,3360.0,398904085,0.944,408504086.0,-27.790442479453347,9-10
57,2889,0,12976.4442916547,27301.435867601213,3420.0,408504086,0.944,408504086.0,8.234344532280158,9-10
58,2939,0,13034.350665176404,27312.7430292948,3480.0,408504086,0.944,408604423.0,11.048905671656044,9-10
59,2988,0,13092.234716619358,27323.8838271278,3540.0,408604423,0.944,408604423.0,10.894355754824117,9-10
60,3037,0,13145.112311831295,27297.7120880835,3600.0,408604423,0.944,442304427.0,-26.33308572578722,10-11
61,3086,0,13193.164130644083,27279.679201392617,3660.0,442304427,0.624,442304427.0,-20.570108993783666,10-11
62,3136,0,13209.535453392142,27315.076655983008,3720.0,442304427,0.624,442304427.0,65.17945866450752,10-11
63,3186,0,13225.906776140198,27350.474110573403,3780.0,442304427,0.624,442304427.0,65.1794586645122,10-11
64,3236,0,13242.278098888257,27385.8715651638,3840.0,442304427,0.624,442304427.0,65.17945866451201,10-11
65,3286,0,13258.649421636312,27421.26901975419,3900.0,442304427,0.624,442304427.0,65.17945866451014,10-11
66,3336,0,13248.628677251943,27399.602545409605,4020.0,442304427,0.624,442304427.0,-114.8205413354856,10-11
67,3386,0,13232.257354503889,27364.20509081921,4080.0,442304427,0.624,442304427.0,-114.82054133548537,10-11
68,3436,0,13215.88603175583,27328.80763622882,4140.0,442304427,0.624,442304427.0,-114.82054133549248,10-11
69,3517,0,13199.514709007772,27293.41018163843,4200.0,442304427,0.624,408604423.0,-114.82054133549248,10-11
70,3567,0,13165.623990529744,27287.559843071136,4260.0,408604423,0.944,408604423.0,-170.20591814678104,10-11
71,3616,0,13112.746395317808,27313.73158211543,4320.0,408604423,0.944,408504086.0,153.66691427421833,10-11
72,3666,0,13056.81305068219,27317.129175577,4380.0,408504086,0.944,408504086.0,176.5239184554008,10-11
73,3715,0,12998.906677160488,27305.822013883408,4440.0,408504086,0.944,408504086.0,-168.95109432834016,10-11
74,3765,0,12941.000303638784,27294.514852189823,4500.0,408504086,0.944,398904085.0,-168.95109432834744,10-11
75,3815,0,12887.0300043117,27309.95715988978,4560.0,398904085,0.944,398904084.0,164.03279551937115,10-11
76,3865,0,12834.753827956938,27337.308905656875,4620.0,398904084,0.944,398904084.0,152.38070394775866,10-11
77,3915,0,12782.259350928203,27364.240854741183,4680.0,398904084,0.944,408404640.0,152.84020430770286,10-11
78,3965,0,12735.281319485102,27384.415723619964,4740.0,408404640,0.9440000000000002,408404640.0,156.75873788871957,10-11
79,4015,0,12751.16330143336,27327.593521538427,4800.0,408404640,0.9440000000000002,408404640.0,-74.3841571259494,10-11
80,4065,0,12767.045283381616,27270.77131945689,4860.0,408404640,0.9440000000000002,408404640.0,-74.3841571259511,10-11
81,4115,0,12782.927265329872,27213.94911737535,4920.0,408404640,0.9440000000000002,408404640.0,-74.38415712595206,10-11
82,4165,0,12798.809247278128,27157.126915293808,4980.0,408404640,0.9440000000000002,408404640.0,-74.38415712595206,10-11
83,4214,0,12814.691229226384,27100.30471321227,5040.0,408404640,0.9440000000000002,408404640.0,-74.3841571259511,10-11
84,4264,0,12830.57321117464,27043.48251113073,5100.0,408404640,0.9440000000000002,408404640.0,-74.38415712595206,10-11
85,4314,0,12846.455193122896,26986.66030904919,5160.0,408404640,0.9440000000000002,408404640.0,-74.3841571259511,10-11
86,4364,0,12862.337175071154,26929.83810696765,5220.0,408404640,0.9440000000000002,400604640.0,-74.38415712595035,10-11
87,4413,0,12853.974849533844,26875.22357655445,5280.0,400604640,0.9440000000000002,400604640.0,-98.70525660172736,10-11
88,4463,0,12828.090794411344,26822.20456401729,5340.0,400604640,0.9440000000000002,400604640.0,-116.02178143844458,10-11
89,4513,0,12802.206739288848,26769.18555148013,5400.0,400604640,0.9440000000000002,400604640.0,-116.02178143843987,10-11
90,4563,0,12776.32268416635,26716.16653894297,5460.0,400604640,0.9440000000000002,400604640.0,-116.02178143844142,10-11
91,4612,0,12750.438629043852,26663.14752640581,5520.0,400604640,0.9440000000000002,400604640.0,-116.021781438443,10-11
92,4662,0,12724.554573921356,26610.12851386865,5580.0,400604640,0.9440000000000002,400604640.0,-116.02178143844142,10-11
93,4711,0,12698.67051879886,26557.10950133149,5640.0,400604640,0.9440000000000002,400604640.0,-116.02178143844142,10-11
94,4761,0,12672.78646367636,26504.09048879433,5700.0,400604640,0.9440000000000002,400604640.0,-116.02178143844145,10-11
95,4811,0,12646.902408553864,26451.07147625717,5760.0,400604640,0.9440000000000002,400604640.0,-116.02178143844142,10-11
96,4860,0,12621.018353431366,26398.05246372001,5820.0,400604640,0.9440000000000002,400604577.0,-116.021781438443,10-11
97,4910,0,12594.962671165014,26345.11908574676,5880.0,400604577,0.944,400604577.0,-116.20804374179475,10-11
98,4960,0,12568.16561176604,26292.55562307954,5940.0,400604577,0.944,400604577.0,-117.01266534793854,10-11
99,5009,0,12541.368552367068,26239.992160412323,6000.0,400604577,0.944,400604577.0,-117.01266534793699,10-11
100,5059,0,12514.571492968094,26187.42869774511,6060.0,400604577,0.944,432804577.0,-117.01266534794014,10-11
101,5109,0,12489.656091371622,26134.036939971946,6120.0,432804577,0.944,432804577.0,-115.01623077583001,10-11
102,5159,0,12468.989053087413,26078.77507673373,6180.0,432804577,0.944,432804577.0,-110.50497947596227,10-11
103,5208,0,12448.322014803203,26023.51321349552,6240.0,432804577,0.944,432804577.0,-110.50497947596352,10-11
104,5258,0,12427.654976518992,25968.251350257306,6300.0,432804577,0.944,432804577.0,-110.50497947596394,10-11
105,5308,0,12406.987938234784,25912.98948701909,6360.0,432804577,0.944,432804329.0,-110.50497947596062,10-11
106,5358,0,12387.104383823158,25857.44196928,6420.0,432804329,0.944,432904330.0,-109.69512099524627,10-11
107,5408,0,12348.600410805371,25833.884005785065,6480.0,432904330,0.944,432904330.0,-148.54037035423445,10-11
108,5458,0,12290.453992600676,25843.883708278863,6540.0,432904330,0.944,432904330.0,170.24203655865472,10-11
109,5508,0,12232.30757439598,25853.883410772665,6600.0,432904330,0.944,434304421.0,170.24203655865153,10-11
110,5558,0,12173.489592788825,25856.353691309592,6660.0,434304421,0.944,434304421.0,177.59506337077076,10-11
111,5608,0,12114.491298681383,25856.802347538545,6720.0,434304421,0.944,434304421.0,179.56429904873312,10-11
112,5658,0,12055.49300457394,25857.2510037675,6780.0,434304421,0.944,434304421.0,179.56429904873315,10-11
113,5708,0,11996.4947104665,25857.69965999645,6840.0,434304421,0.944,424004343.0,179.56429904873312,10-11
114,5758,0,11937.496688456577,25858.180586218,6900.0,424004343,0.944,424004343.0,179.5329600635477,10-11
115,5808,0,11878.499217443485,25858.726859097744,6960.0,424004343,0.944,404904240.0,179.4694986833339,10-11
116,5858,0,11819.50078669996,25859.134087333183,7020.0,404904240,0.944,404904240.0,179.6045303516277,10-11
117,5908,0,11760.501396194646,25859.402266380934,7080.0,404904240,0.944,404904240.0,179.73956643218716,10-11
118,5956,0,11701.502005689334,25859.670445428685,7140.0,404904240,0.944,404904240.0,179.73956643218716,10-11
119,6005,0,11642.50261518402,25859.93862447644,7200.0,404904240,0.944,404804049.0,179.7395664321836,11-12
120,6054,0,11629.69889755194,25814.50812298283,7260.0,404804049,0.944,404804049.0,-105.73947477491107,11-12
121,6103,0,11630.605215182122,25755.51508450918,7320.0,404804049,0.944,404804049.0,-89.1198268207896,11-12
122,6153,0,11631.511532812305,25696.52204603553,7380.0,404804049,0.944,404804049.0,-89.11982682078965,11-12
123,6203,0,11632.417850442484,25637.529007561887,7440.0,404804049,0.944,404804049.0,-89.11982682079308,11-12
124,6253,0,11633.324168072666,25578.53596908824,7500.0,404804049,0.944,404804049.0,-89.1198268207896,11-12
125,6303,0,11634.230485702848,25519.542930614592,7560.0,404804049,0.944,404804049.0,-89.1198268207896,11-12
126,6352,0,11635.136803333033,25460.549892140945,7620.0,404804049,0.944,404804049.0,-89.11982682078782,11-12
127,6401,0,11636.043120963212,25401.55685366729,7680.0,404804049,0.944,404804049.0,-89.11982682079325,11-12
128,6451,0,11636.949438593394,25342.56381519365,7740.0,404804049,0.944,404804049.0,-89.11982682078948,11-12
129,6501,0,11637.855756223576,25283.570776720004,7800.0,404804049,0.944,404804049.0,-89.1198268207896,11-12
130,6550,0,11638.762073853755,25224.57773824636,7860.0,404804049,0.944,404804049.0,-89.11982682079308,11-12
131,6600,0,11639.66839148394,25165.58469977271,7920.0,404804049,0.944,404804182.0,-89.11982682078789,11-12
132,6650,0,11583.61365672324,25141.62861173135,7980.0,404804182,1.424,404804182.0,-156.85961069353593,11-12
133,6700,0,11494.692260215706,25137.888926831503,8040.0,404804182,1.424,380704182.0,-177.59178355887352,11-12
134,6749,0,11405.756950286535,25134.599147530425,8100.0,380704182,1.424,380704229.0,-177.8815549313622,11-12
135,6799,0,11316.774812538406,25133.18278194359,8160.0,380704229,1.424,378904229.0,-179.08807632834706,11-12
136,6848,0,11230.22385358076,25135.04381785706,8220.0,378904229,0.944,378904229.0,178.76820458126198,11-12
137,6897,0,11171.22633638001,25135.58507948276,8280.0,378904229,0.944,378904233.0,179.4743653935358,11-12
138,6947,0,11112.233133661004,25136.367116435707,8340.0,378904233,0.944,378904233.0,179.24050923934752,11-12
139,6997,0,11053.25410025726,25137.939890659807,8400.0,378904233,0.944,423204233.0,178.47247455778722,11-12
140,7047,0,10965.40146169441,25138.0,8460.0,423204233,1.424,422604231.0,179.96079786536544,11-12
141,7097,0,10899.61951771536,25094.453130099424,8520.0,422604231,1.424,423104693.0,-146.49591138439285,11-12
142,7147,0,10940.48546052497,24977.633415193388,8580.0,423104693,2.144,423104693.0,-70.71911138754386,11-12
143,7197,0,10992.646671736766,24854.202430246663,8640.0,423104693,2.144,423104693.0,-67.09136540936267,11-12
144,7247,0,11044.80788294856,24730.77144529994,8700.0,423104693,2.144,423104693.0,-67.09136540936338,11-12
145,7297,0,11096.969094160357,24607.34046035321,8760.0,423104693,2.144,423104693.0,-67.09136540936326,11-12
146,7347,0,11149.130305372151,24483.909475406494,8820.0,423104693,2.144,394304693.0,-67.09136540936217,11-12
147,7397,0,11201.427507796836,24360.536833948005,8880.0,394304693,2.144,379503943.0,-67.02809337152303,11-12
148,7447,0,11255.030179618436,24237.72545947592,8940.0,379503943,2.144,379504692.0,-66.42049156001175,11-12
149,7497,0,11308.897656968373,24115.0315413116,9000.0,379504692,2.144,379504692.0,-66.29662788649895,11-12
150,7547,0,11362.194049570737,23992.086453831147,9060.0,379504692,2.144,379504692.0,-66.5633868457821,11-12
151,7597,0,11415.490442173095,23869.141366350697,9120.0,379504692,2.144,380104692.0,-66.56338684578363,11-12
152,7647,0,11468.528888801477,23746.0856982119,9180.0,380104692,2.144,380104691.0,-66.68338699232572,11-12
153,7697,0,11520.59147839988,23622.61333637238,9240.0,380104691,2.144,380104691.0,-67.13709500459792,11-12
154,7747,0,11572.429388622826,23499.046224794427,9300.0,380104691,2.144,380104691.0,-67.24135661865034,11-12
155,7795,0,11624.26729884577,23375.47911321648,9360.0,380104691,2.144,469004691.0,-67.24135661865046,11-12
156,7845,0,11675.958379480797,23251.85092975907,9420.0,469004691,2.144,469004691.0,-67.30935216369997,11-12
157,7894,0,11727.043080250582,23127.970530392337,9480.0,469004691,2.144,469004691.0,-67.59016262850788,11-12
158,7944,0,11778.12778102037,23004.090131025605,9540.0,469004691,2.144,469004691.0,-67.59016262850585,11-12
159,7994,0,11829.212481790157,22880.20973165887,9600.0,469004691,2.144,469004691.0,-67.59016262850716,11-12
160,8044,0,11880.297182559943,22756.32933229213,9660.0,469004691,2.144,390004369.0,-67.59016262850776,11-12
161,8094,0,11925.735612829052,22635.79386946732,9720.0,390004369,2.144,390004369.0,-69.34498844959953,11-12
162,8144,0,11811.289626109165,22566.093682066483,9780.0,390004369,2.144,436404365.0,-148.6576425058105,11-12
163,8194,0,11808.947647982388,22442.816433399665,9840.0,436404365,2.144,436404365.0,-91.08835429351842,11-12
164,8244,0,11859.006431344222,22318.51792895036,9900.0,436404365,2.144,436404365.0,-68.06385641864226,11-12
165,8294,0,11909.065214706055,22194.21942450106,9960.0,436404365,2.144,436304364.0,-68.06385641864169,11-12
166,8344,0,11955.42260197566,22068.503608237927,10020.0,436304364,2.144,436304364.0,-69.75867590147062,11-12
167,8394,0,12001.18476643807,21942.559873563605,10080.0,436304364,2.144,436204363.0,-70.03118170212134,11-12
168,8444,0,12033.0,21814.160831603604,10140.0,436204363,2.144,436104362.0,-76.08331522434017,11-12
169,8494,0,12021.100300925478,21682.19403672011,10200.0,436104362,2.144,436004361.0,-95.15253546739639,11-12
170,8544,0,11968.297898030563,21559.946847045845,10260.0,436004361,2.144,435904360.0,-113.36103329272866,11-12
171,8593,0,11869.90730678244,21471.84997687848,10320.0,435904360,2.144,435804359.0,-138.15940209573802,11-12
172,8642,0,11760.726334751114,21394.163257853263,10380.0,435804359,2.144,435804359.0,-144.56659605010603,11-12
173,8692,0,11652.048358147984,21315.772586205105,10440.0,435804359,2.144,734407352.0,-144.19665589162952,11-12
174,8742,0,11537.331775447576,21247.17289706423,10500.0,734407352,2.144,734407351.0,-149.12088068294574,11-12
175,8792,0,11406.690609478286,21217.41389463948,10560.0,734407351,2.144,734407351.0,-167.1674504708818,11-12
176,8841,0,11276.01638096511,21187.74495460977,10620.0,734407351,2.144,734407351.0,-167.2081374082165,11-12
177,8891,0,11145.342152451934,21158.07601458007,10680.0,734407351,2.144,734407351.0,-167.20813740822086,11-12
178,8940,0,11014.667923938758,21128.40707455037,10740.0,734407351,2.144,266002925.0,-167.20813740822103,11-12
179,8990,0,10884.383646609804,21124.8679821155,10800.0,266002925,2.144,266002925.0,-178.44397796968445,12-1
180,9040,0,10754.65294812627,21158.42309902745,10860.0,266002925,2.144,266002925.0,165.4981466745324,12-1
181,9090,0,10624.922249642736,21191.9782159394,10920.0,266002925,2.144,266002925.0,165.4981466745309,12-1
182,9140,0,10495.191551159203,21225.53333285135,10980.0,266002925,2.144,266003139.0,165.4981466745322,12-1
183,9190,0,10386.816602791983,21263.48030659848,11040.0,266003139,0.944,284602847.0,160.70253995101683,12-1
184,9240,0,10358.675498254686,21297.21068611528,11100.0,284602847,0.944,230902846.0,129.83809100499667,12-1
185,9290,0,10300.456373924282,21292.118028441702,11160.0,230902846,0.944,230902846.0,-175.00083573851094,12-1
186,9340,0,10241.79982916612,21298.47489536131,11220.0,230902846,0.944,230902846.0,173.81474508441494,12-1
187,9390,0,10183.143284407954,21304.83176228091,11280.0,230902846,0.944,230902846.0,173.814745084419,12-1
188,9440,0,10124.48673964979,21311.188629200515,11340.0,230902846,0.944,260202844.0,173.81474508441863,12-1
189,9490,0,10065.766219321577,21316.90874502471,11400.0,260202844,0.944,260202844.0,174.43622610221072,12-1
190,9539,0,10007.122311037918,21323.38114961789,11460.0,260202844,0.944,260202844.0,173.70187563237016,12-1
191,9589,0,9948.478402754256,21329.85355421107,11520.0,260202844,0.944,260202844.0,173.70187563237056,12-1
192,9639,0,9889.8344944706,21336.32595880425,11580.0,260202844,0.944,260202844.0,173.7018756323698,12-1
193,9688,0,9831.19058618694,21342.79836339743,11640.0,260202844,0.944,284402971.0,173.70187563237036,12-1
194,9736,0,9772.541917549948,21349.223462040914,11700.0,284402971,0.944,204902971.0,173.74804536274465,12-1
195,9786,0,9713.654775493194,21352.796956917045,11760.0,204902971,0.944,284402971.0,176.52733357771152,12-1
196,9853,0,9768.89653886951,21349.554860102773,11880.0,284402971,0.944,260202844.0,-3.3587926139211293,12-1
197,9903,0,9827.552267192625,21343.19991699881,11940.0,260202844,0.944,260202844.0,-6.183482939190543,12-1
198,9953,0,9886.196175476283,21336.72751240563,12000.0,260202844,0.944,260202844.0,-6.298124367629833,12-1
199,10002,0,9944.840083759942,21330.25510781245,12060.0,260202844,0.944,260202844.0,-6.298124367629833,12-1
200,10051,0,10003.4839920436,21323.78270321927,12120.0,260202844,0.944,260202844.0,-6.298124367629833,12-1
201,10101,0,10062.12790032726,21317.31029862609,12180.0,260202844,0.944,230902846.0,-6.298124367629833,12-1
202,10151,0,10120.847636677625,21311.583014744298,12240.0,230902846,0.944,230902846.0,-5.570776117231359,12-1
203,10201,0,10179.504181435786,21305.22614782469,12300.0,230902846,0.944,230902846.0,-6.1852549155850785,12-1
204,10251,0,10238.16072619395,21298.869280905088,12360.0,230902846,0.944,230902846.0,-6.185254915581375,12-1
205,10301,0,10296.817270952111,21292.512413985485,12420.0,230902846,0.944,284602847.0,-6.185254915581566,12-1
206,10351,0,10355.077093293108,21296.539797054647,12480.0,284602847,0.944,266003139.0,3.954449744264381,12-1
207,10400,0,10386.070046349088,21267.063777524378,12540.0,266003139,0.944,231202659.0,-43.56297105895356,12-1
208,10449,0,10370.868241226031,21191.293372254964,12600.0,231202659,1.424,231202659.0,-101.34462808147634,12-1
209,10499,0,10370.539830177777,21102.293978177346,12660.0,231202659,1.424,231202659.0,-90.21142258103781,12-1
210,10549,0,10370.21141912952,21013.294584099724,12720.0,231202659,1.424,734407390.0,-90.21142258103897,12-1
211,10599,0,10368.966689689514,20924.3118171451,12780.0,734407390,1.424,734407390.0,-90.80142588059773,12-1
212,10648,0,10366.066057527029,20835.35909749551,12840.0,734407390,1.424,734407391.0,-91.8676788394336,12-1
213,10697,0,10364.206503169946,20746.393606926616,12900.0,734407391,1.424,734407391.0,-91.197420523837,12-1
214,10746,0,10364.924221766883,20657.396500906165,12960.0,734407391,1.424,734407391.0,-89.5379472785702,12-1
215,10834,0,10365.641940363825,20568.39939488572,13020.0,734407391,1.424,237703238.0,-89.53794727856783,12-1
216,10884,0,10365.596769091668,20479.40266153838,13080.0,237703238,1.424,237703238.0,-90.02908110140942,12-1
217,10934,0,10364.792100354494,20390.40629920697,13140.0,237703238,1.424,237703238.0,-90.5180309066231,12-1
218,10984,0,10363.98743161732,20301.409936875563,13200.0,237703238,1.424,237703238.0,-90.51803090662312,12-1
219,11034,0,10363.182762880146,20212.41357454416,13260.0,237703238,1.424,237703238.0,-90.5180309066243,12-1
220,11084,0,10362.378094142972,20123.417212212746,13320.0,237703238,1.424,237703238.0,-90.51803090662307,12-1
221,11133,0,10361.5734254058,20034.42084988133,13380.0,237703238,1.424,209003238.0,-90.5180309066219,12-1
222,11182,0,10360.594074025385,19945.426663599264,13440.0,209003238,1.424,209003238.0,-90.63049552036802,12-1
223,11232,0,10359.181553545606,19856.437873373223,13500.0,209003238,1.424,209003394.0,-90.90938044919908,12-1
224,11282,0,10359.0,19767.43931418363,13560.0,209003394,1.424,243403394.0,-90.11688096508736,12-1
225,11332,0,10358.715210579874,19678.44016683892,13620.0,243403394,1.424,243403394.0,-90.18334081412324,12-1
226,11382,0,10358.18228600244,19589.441762407187,13680.0,243403394,1.424,243403494.0,-90.34308439952238,12-1
227,11432,0,10362.27779713874,19500.5987694972,13740.0,243403494,1.424,243403494.0,-87.36063038294522,12-1
228,11482,0,10368.779486898731,19411.83657016513,13800.0,243403494,1.424,243403494.0,-85.81065709752033,12-1
229,11532,0,10375.281176658724,19323.07437083308,13860.0,243403494,1.424,349303494.0,-85.8106570975183,12-1
230,11582,0,10383.485263493065,19234.57570034854,13920.0,349303494,1.424,349303494.0,-84.70365022923225,12-1
231,11631,0,10404.125326494152,19148.002102760645,13980.0,349303494,1.424,340303493.0,-76.59040413290664,12-1
232,11681,0,10423.025212038674,19061.06217418858,14040.0,340303493,1.424,340303493.0,-77.7352885260879,12-1
233,11731,0,10439.039960062506,18973.51488499164,14100.0,340303493,1.424,339803699.0,-79.63367739654859,12-1
234,11780,0,10452.242337315514,18885.54497956444,14160.0,339803699,1.424,339803699.0,-81.46484473786234,12-1
235,11830,0,10462.665397998036,18797.157424976656,14220.0,339803699,1.424,339803544.0,-83.27448290267454,12-1
236,11879,0,10481.250654872883,18718.897451592147,14280.0,339803544,1.424,339803544.0,-76.64081195925162,12-1
237,11929,0,10569.834758996867,18727.49143184298,14340.0,339803544,1.424,339303680.0,5.54120477803895,12-1
238,11978,0,10658.352291444437,18736.718048657865,14400.0,339303680,1.424,339903680.0,5.950730973829759,1-2
239,12026,0,10746.919847609672,18745.480887360343,14460.0,339903680,1.424,339903680.0,5.650432026125139,1-2
240,12076,0,10835.497718740762,18754.138874764136,14520.0,339903680,1.424,349603608.0,5.58260575653217,1-2
241,12126,0,10904.560945415338,18753.62269522176,14580.0,349603608,1.424,349603608.0,-0.4282215007626018,1-2
242,12176,0,10971.29651454283,18694.73836952103,14640.0,349603608,1.424,331303496.0,-41.423665625002904,1-2
243,12226,0,11037.691613756237,18635.471151309343,14700.0,331303496,1.424,331303342.0,-41.75351886082475,1-2
244,12276,0,11104.227894207535,18576.36260405079,14760.0,331303342,1.424,331303342.0,-41.61678847329953,1-2
245,12326,0,11170.942747169402,18517.454808350423,14820.0,331303342,1.424,331303342.0,-41.44381890574347,1-2
246,12376,0,11237.657600131268,18458.54701265005,14880.0,331303342,1.424,334203686.0,-41.443818905745225,1-2
247,12426,0,11207.074812353112,18394.131476182785,14940.0,334203686,1.424,334203686.0,-115.39712731197423,1-2
248,12475,0,11147.434052439356,18328.071051139425,15000.0,334203686,1.424,334203686.0,-132.07639644586206,1-2
249,12525,0,11087.7932925256,18262.010626096064,15060.0,334203686,1.424,334203686.0,-132.07639644586206,1-2
250,12575,0,11028.152532611844,18195.9502010527,15120.0,334203686,1.424,334203686.0,-132.07639644585964,1-2
251,12625,0,10968.511772698086,18129.88977600934,15180.0,334203686,1.424,368703688.0,-132.07639644586297,1-2
252,12675,0,10930.644522595469,18051.07144716052,15240.0,368703688,1.424,338203413.0,-115.66135714853058,1-2
253,12725,0,10948.995845683894,17964.743701159146,15300.0,338203413,1.424,340703707.0,-77.99886065493422,1-2
254,12775,0,10980.908921644608,17881.925989139036,15360.0,340703707,1.424,338303707.0,-68.92627101352039,1-2
255,12824,0,11017.9159623841,17800.984882754983,15420.0,338303707,1.424,338303505.0,-65.42967162496336,1-2
256,12874,0,11063.88035472774,17728.918285767413,15480.0,338303505,1.424,338303505.0,-57.47009027622105,1-2
257,12924,0,11144.154558347052,17690.48584851338,15540.0,338303505,1.424,338303505.0,-25.58344383988997,1-2
258,12973,0,11224.428761966365,17652.05341125935,15600.0,338303505,1.424,338303505.0,-25.58344383988997,1-2
259,13023,0,11304.702965585677,17613.620974005313,15660.0,338303505,1.424,337903505.0,-25.583443839892084,1-2
260,13073,0,11384.949155524426,17575.130079870396,15720.0,337903505,1.424,337903505.0,-25.62517488646038,1-2
261,13123,0,11465.19488539721,17536.638225703777,15780.0,337903505,1.424,337903505.0,-25.62586023134201,1-2
262,13172,0,11545.440615269992,17498.146371537157,15840.0,337903505,1.424,323903379.0,-25.625860231342514,1-2
263,13222,0,11631.205327719294,17474.863052274755,15900.0,323903379,1.424,323903379.0,-15.188528865405166,1-2
264,13271,0,11717.461326986626,17452.933560935602,15960.0,323903379,1.424,323903240.0,-14.264512298080458,1-2
265,13321,0,11719.904260437415,17373.444192014933,16020.0,323903240,1.424,324003241.0,-88.23969248038179,1-2
266,13368,0,11720.215177650309,17284.69644699384,16080.0,324003241,1.424,324103242.0,-89.79927184413597,1-2
267,13418,0,11728.646682369472,17196.24924225707,16140.0,324103242,1.424,324103242.0,-84.55455699763785,1-2
268,13468,0,11743.768397938651,17108.54329195582,16200.0,324103242,1.424,321503243.0,-80.21759296819378,1-2
269,13518,0,11769.843444454626,17023.768209848266,16260.0,321503243,1.424,324303553.0,-72.90319467447182,1-2
270,13567,0,11795.654355394205,16938.607406228846,16320.0,324303553,1.424,355303768.0,-73.13876250988814,1-2
271,13617,0,11814.687552435718,16852.610069773265,16380.0,355303768,1.424,376703768.0,-77.5202932929835,1-2
272,13667,0,11800.715948488674,16764.919762255424,16440.0,376703768,1.424,355903560.0,-99.05278394700152,1-2
273,13717,0,11737.50553186891,16712.82355182878,16500.0,355903560,1.424,55501082.0,-140.50563265964965,1-2
274,13767,0,11701.48546667765,16630.840514777898,16560.0,55501082,2.144,100401082.0,-113.71876449601807,1-2
275,13815,0,11740.143612442036,16502.540440185483,16620.0,100401082,2.144,100301004.0,-73.2318999637633,1-2
276,13865,0,11796.831245519608,16487.0,16680.0,100301004,0.944,100201003.0,-15.330518107749247,1-2
277,13914,0,11854.239902228088,16477.897084442327,16740.0,100201003,0.944,100101002.0,-9.010006094243865,1-2
278,13963,0,11908.769799830128,16455.615100084935,16800.0,100101002,0.944,100101002.0,-22.225886658228585,1-2
279,14013,0,11961.541004099125,16429.229497950437,16860.0,100101002,0.944,100101002.0,-26.56505117707799,1-2
280,14063,0,12014.312208368116,16402.843895815942,16920.0,100101002,0.944,97101036.0,-26.5650511770772,1-2
281,14113,0,12067.281350836223,16376.859324581888,16980.0,97101036,0.944,97101253.0,-26.130746737169293,1-2
282,14162,0,12120.09871612921,16350.566318610332,17040.0,97101253,0.944,97101253.0,-26.46457528563996,1-2
283,14212,0,12172.932297183022,16324.30584045341,17100.0,97101253,0.944,97101253.0,-26.429279441842866,1-2
284,14261,0,12225.765878236834,16298.045362296483,17160.0,97101253,0.944,125301254.0,-26.42927944184603,1-2
285,14311,0,12236.85498330434,16256.893177316751,17220.0,125301254,0.944,97101253.0,-74.91895823558136,1-2
286,14368,0,12227.626055425864,16297.120777184778,17340.0,97101253,0.944,97101253.0,102.92107940787629,1-2
287,14418,0,12174.792474372052,16323.381255341705,17400.0,97101253,0.944,97101253.0,153.57072055815397,1-2
288,14468,0,12121.95889331824,16349.641733498624,17460.0,97101253,0.944,97101036.0,153.5707205581603,1-2
289,14518,0,12069.139331848692,16375.930334075652,17520.0,97101036,0.944,100101002.0,153.5402049981054,1-2
290,14568,0,12016.170189380588,16401.914905309706,17580.0,100101002,0.944,100101002.0,153.86925326282915,1-2
291,14636,0,11963.398985111591,16428.300507444204,17640.0,100101002,0.944,100101002.0,153.434948822922,1-2
292,14686,0,11910.627780842598,16454.686109578703,17700.0,100101002,0.944,100201003.0,153.43494882292043,1-2
293,14736,0,11856.19398570672,16477.192333023806,17760.0,100201003,0.944,100301004.0,157.5368389606103,1-2
294,14786,0,11798.908531442004,16487.0,17820.0,100301004,0.944,100401082.0,170.28475826626965,1-2
295,14836,0,11741.550845112011,16498.03729564156,17880.0,100401082,2.144,55501082.0,169.10775762683687,1-2
